source_type	source_path	keyword	match_text	context
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Bloomfield	Bloomfield	is so many people who say that the [14271:50] Francis (Frank) James O'Rourke: Bauers [14283:00] Francis (Frank) James O'Rourke: started the Bloomfield Mission. It was called Wodall Wodall, as I said- [14403:20] Francis (Frank) James O'Rourke: before. Now, perhaps that could be because of t
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Bloomfield	Bloomfield	ng women. [Frank] Yeah. [23791:00] Francis (Frank) James O'Rourke: [Camilla] You might be thinking of the dormitory up near the School. The Bloomfield River School, [23904:50] are you? [Camilla] No, I'm not but um I know the Middle Mission there used to be- [Frank] No. [24021:20] That was
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Bloomfield	Bloomfield	nk) James O'Rourke: research of some history of [24593:10] Francis (Frank) James O'Rourke: on that and it wasn't as prevalent in around the Bloomfield, I think [24684:00] Francis (Frank) James O'Rourke: as other places so I sort of give that away, to a later date. [24749:00] [Camilla] [??]
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Bloomfield	Bloomfield	on- they call it a Police Station, and you'll hear people say there was no Police Station in- [30244:50] Francis (Frank) James O'Rourke: in Bloomfield. That is correct. There was never a Police Station in the area. [30347:30] Francis (Frank) James O'Rourke: but there was a Court House with
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Bloomfield	Bloomfield	And the mail run, [30921:10] Camilla Darling: um you were saying earlier that the first- [31035:40] actually, up at Wujal Wujal before the Bloomfield Mission was even there. [Frank] Yes. [31149:10] [Frank] But first off, I'll just go on a little bit with the school. [Camilla] Oh sorry, hm
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Bloomfield	Bloomfield	[Part 4] Frank O'Rourke speaks with Camilla Darling about the history and early European exploration of the area; enterprises such as the Bloomfield Sugar Mill; tin mining and timber getting; the establishment of the first Lutheran Mission and Ayton Provincial School as well as the overl
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Bloomfield	Bloomfield	mes O'Rourke: Mail service come from Cooktown down to Whyalla, [...?] and [...?]. That [4280:10] Francis (Frank) James O'Rourke: was called Bloomfield in them days. Then it was extended to the Bloomfield River Falls and it was [4394:20] Francis (Frank) James O'Rourke: the first Post Office
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Bloomfield	Bloomfield	Whyalla, [...?] and [...?]. That [4280:10] Francis (Frank) James O'Rourke: was called Bloomfield in them days. Then it was extended to the Bloomfield River Falls and it was [4394:20] Francis (Frank) James O'Rourke: the first Post Office in the area. At the end of the year [4508:30] Franci
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Bloomfield	Bloomfield	k) James O'Rourke: was built in 1887 and on the 15th of October 1887 the Courthouse was open. [4836:20] Francis (Frank) James O'Rourke: The Bloomfield river receiving office closed down and the Post Office moved into [4960:40] Francis (Frank) James O'Rourke: And the first... And they put M
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Bloomfield	Bloomfield	? [Frank] And it came down on pack horse [5311:20] Francis (Frank) James O'Rourke: once a week from Cooktown through Stuckey's Gap, down to Bloomfield [5409:30] Francis (Frank) James O'Rourke: then it went to. Then it was, ah, went to the mission [falls?]. [5561:20] Francis (Frank) James O
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Bloomfield	Bloomfield	urke: so the mail service went back to the end of '85. [5846:40] Francis (Frank) James O'Rourke: Ah, not 85, 86. The mission [...?] ah, the Bloomfield [6081:30] Francis (Frank) James O'Rourke: '87 was re-established in the Courthouse [6212:00] Francis (Frank) James O'Rourke: Postmaster. Th
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Bloomfield	Bloomfield	(Frank) James O'Rourke: 1948 circa. That [Royce Lee?] delivered the mail [8112:20] Francis (Frank) James O'Rourke: down Stuckey's Gap into Bloomfield for the last time [8243:40] Francis (Frank) James O'Rourke: Ah, because the mail was then coming by mail, by boat, er, [8358:10] Francis (F
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Bloomfield	Bloomfield	they gotta do twelve and half days back to Cohen and then another twelve and a [15439:20] Francis (Frank) James O'Rourke: half days back to Bloomfield. [15474:20] Francis (Frank) James O'Rourke: see, where he started up the mission over here. Fantastic [15597:20] [coughs] [Camilla] Okay, F
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Mossman	Mossman	Ayton is Sophie Pitt. [25851:20] Francis (Frank) James O'Rourke: I've- I've got to try and sort a bit more out, one time when I go down to Mossman, I'm going to look up the Pitts and try get some uh scope- [25963:40] Francis (Frank) James O'Rourke: on that, because I'm a bit tangled up
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Cooktown	Cooktown	good look back over on a system send [19548:20] a hole. And that was to try and advance that whole top tax that was levied in [19637:30] Cooktown gas does give my graduation and. My benefit I think I'm [19750:50] Francis (Frank) James O'Rourke: smiling today though wouldn't be [19778
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Cooktown	Cooktown	loughs he brought saw mills, agricultural implements [2964:10] He brought a complete sugar crusher mill and he built a cutter to go between Cooktown [3073:50] and Bloomfield and to go out to the Reef and pick up lime to be crushed [3190:20] to use as mortar. The sawmill that he built, he
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Cooktown	Cooktown	rank) James O'Rourke: that in 1950, him and another fellow they had 2 boats- [10639:30] Francis (Frank) James O'Rourke: and they came up to Cooktown and were shipping out scrap [10759:30] Francis (Frank) James O'Rourke: from the old sugar Mill and that on the way out to sea something hap
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Cooktown	Cooktown	aven't heard that tobacco was grown up there at [22335:10] Francis (Frank) James O'Rourke: Hislops but I've got an advertisement out of the Cooktown Courier [22451:40] Francis (Frank) James O'Rourke: The Cooktown Mail of 1887 sometime 188.. [22569:30] Francis (Frank) James O'Rourke: [..]
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Cooktown	Cooktown	is (Frank) James O'Rourke: Hislops but I've got an advertisement out of the Cooktown Courier [22451:40] Francis (Frank) James O'Rourke: The Cooktown Mail of 1887 sometime 188.. [22569:30] Francis (Frank) James O'Rourke: [..] [22572:30] Francis (Frank) James O'Rourke: d 7 jumped on I thin
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Cooktown	Cooktown	cigar tobacco leaf and made [22964:00] Francis (Frank) James O'Rourke: their own cigars and they were distributed through Burns Phillip in Cooktown. [23078:50] Francis (Frank) James O'Rourke: Now, I've checked a couple of uh- [23127:10] Francis (Frank) James O'Rourke: areas of this and
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Cooktown	Cooktown	amilla] I believe that she'd met the Bauers or had befriended them previously and when they'd moved back- [27764:00] Camilla Darling: up to Cooktown after the Plantation was closed, and then she came uh- [27852:20] Camilla Darling: um down to Bloomfield by boat, and was dropped off at th
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Cooktown	Cooktown	sons of one of them, I don't know which it was - Johnson or Shaw went- [7089:30] Francis (Frank) James O'Rourke: sailing in the yacht from Cooktown, and was lost at sea and was never- [7185:40] Francis (Frank) James O'Rourke: found and Johnson and Shaw folded up operations, and went bac
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Cooktown	Cooktown	) James O'Rourke: or so. And, ah, because there was people living up there [4163:20] Francis (Frank) James O'Rourke: Mail service come from Cooktown down to Whyalla, [...?] and [...?]. That [4280:10] Francis (Frank) James O'Rourke: was called Bloomfield in them days. Then it was extended
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Cooktown	Cooktown	d the mail was all brought down by horse? [Frank] And it came down on pack horse [5311:20] Francis (Frank) James O'Rourke: once a week from Cooktown through Stuckey's Gap, down to Bloomfield [5409:30] Francis (Frank) James O'Rourke: then it went to. Then it was, ah, went to the mission [
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Cooktown	Cooktown	twelve and half [15086:50] Francis (Frank) James O'Rourke: days on horseback from Cohen [15115:50] Francis (Frank) James O'Rourke: Cohen to Cooktown. Then she's got bad teeth, she's in trouble [15211:20] Francis (Frank) James O'Rourke: with toothache all the time. Rides like twelve and h
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Port Douglas	Port Douglas	86:20] Camilla Darling: a. Frank did you think. [423:40] us when you were born and whereabouts you were born? [Frank] I was born in 1927 in Port Douglas. [542:29] and you married or 3 when. Going to where do we get married. [687:20] 48 the February though I doing. That anyway. [836:10] Yea
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Wujal Wujal	Wujal Wujal	e: in all my writings and all my talks as Wodall Wodall Mission not to be con- [14971:20] Francis (Frank) James O'Rourke: confused with the Wujal Wujal- [15024:50] W-U-J-A-L, Wujal Wujal Mission of today that started in 19- [15144:40] '75...1957...1957. [Camilla] Right [15248:30] Francis (
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Wujal Wujal	Wujal Wujal	lks as Wodall Wodall Mission not to be con- [14971:20] Francis (Frank) James O'Rourke: confused with the Wujal Wujal- [15024:50] W-U-J-A-L, Wujal Wujal Mission of today that started in 19- [15144:40] '75...1957...1957. [Camilla] Right [15248:30] Francis (Frank) James O'Rourke: It started t
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Wujal Wujal	Wujal Wujal	ad folded up. [Camilla] And the mail run, [30921:10] Camilla Darling: um you were saying earlier that the first- [31035:40] actually, up at Wujal Wujal before the Bloomfield Mission was even there. [Frank] Yes. [31149:10] [Frank] But first off, I'll just go on a little bit with the school.
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	King	king	no idea an idea for a fall or [4224:10] Francis (Frank) James O'Rourke: a wise time up from Brisbane was some. By the graphs and he was looking for he's [4314:30] grandfathers. And his grandfather was Frederick Joyce Banda [4429:30] has been pushing the living they get their idea
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	King	King	it because. The father or weary. [7434:40] Race was 9 down to the Devon story and then to Ray. And and [7551:30] then after that. Captain King came in 89 teams I don't [7667:10] Francis (Frank) James O'Rourke: know why they kept on going was. A commission boy they [7783:50] gover
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	King	king	:30] a day on up to down of days and that must be because there aren't too many [11349:40] mountains that the clock and John think is sticking up above the horizon now I [11442:30] Francis (Frank) James O'Rourke: think it would be one of the koan when I 1st. Came up this why. [115
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	King	king	e that men from the south as say are they of which is that it's all the way [14943:10] down. By Here is why as 5 standoffs as possible looking for [15045:50] a ride straight ahead but getting in [15107:30] a hole and trivialize on the guy. And Guy back to. [15237:40] Learn the riv
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	King	king	Got [22698:10] a bit of doubt in that area because it was. Definitely very very. [22811:10] Much if they had the quantity. And also and making it a fun 10 it was discovered [22908:20] Francis (Frank) James O'Rourke: a man rang me on yeah that was discovered by an average of all th
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	King	king	by an average of all the book and I think [23017:40] . That's what it was. One of the bays. [23183:10] To put it that. You know that is taking. Stuff then. Close to [23299:10] the edge of the Rust Belt Good morning every hour of the cook down. [23454:40] Camilla Darling: And he ac
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	King	king	tablishment of the first Lutheran Mission and Ayton Provincial School as well as the overland mail route. --- [98:50] Side B. You were talking about the Bloomfield Sugar [Frank] Yeah [207:00] Sugar Mill formed in 1882 [Frank] [coughs] In 1882 [310:30] Francis (Frank) James O'Rourke
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	King	king	ow down there is a big dr.. [4220:40] drain you can see. A man-made [4251:00] drain dug across down there. Where it said uh his wife was talking about digging [4357:30] drains and all that. That's down behind Mount Louis and you can see the re.. [4440:00] results. Stand in the hollow
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	King	king	eah, I wonder. Then, the other thing was that uh- [10411:40] Francis (Frank) James O'Rourke: Mr. Moller from Cairns, Bill Moller, he was talking to me and he was telling me [10523:10] Francis (Frank) James O'Rourke: that in 1950, him and another fellow they had 2 boats- [10639:30] Fr
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	King	king	ght if you like. Said I'm dancing and that was [15545:00] Camilla Darling: of the ship being loaded up from the tram line that we were talking [15660:00] Camilla Darling: about the other day. Do you remember them loading on boxes...or? [15773:30] No no I just can't. [Camilla] Do y
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	King	king	originals that used to work [19426:10] Francis (Frank) James O'Rourke: At one stage there there was believed to be about 300 Aboriginals working on the [19522:20] Francis (Frank) James O'Rourke: property. When he first cleared, they were using some of the Aboriginals- [19640:10] Fran
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	King	king	of the first Lutheran Mission and Ayton Provincial School as well as the overland mail route. --- [42:10] [Camilla] Ok, Frank you were talking about the Osmondsens. [Frank] Yeah, the Japs come to the Osmondsens' place there [139:10] Francis (Frank) James O'Rourke: before the war t
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	King	king	on top of um Mount Pieter Botte, [2330:50] just I'm not sure of what the reason they were going up for. [Camilla] I think that they were looking for tree climbing- [2433:00] Camilla Darling: climbing- [2434:10] climbing kangaroos, because he was the director of the zoological gardens
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	King	king	ank) James O'Rourke: but I never found out the real truth of the trip. What amazed me [3177:40] was that when they got to [Amojon] before making the inland trip to the foot of the [3276:40] Francis (Frank) James O'Rourke: Mount Pieter Botte to climb it, the uh- some the of Aboriginal
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	King	king	d the steam engines to power the Weary Sugar Mill, [7958:40] Francis (Frank) James O'Rourke: was an engineer with George [7996:10] Baird working in the Saw Mill at the time. [Camilla] And did he live out at Tool-koor? [8103:50] Francis (Frank) James O'Rourke: Peter Cochoran lived at
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	King	king	s makin' powdered milk in them days [8952:10] Francis (Frank) James O'Rourke: It wHe died in 1919 of a heart attack. Prior to that he was making his own [9061:00] Francis (Frank) James O'Rourke: powdered milk, as we know it today so uh- [9229:20] Francis (Frank) James O'Rourke: he gr
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	King	king	2:40] a safe place to keep their betrothed young women. [Frank] Yeah. [23791:00] Francis (Frank) James O'Rourke: [Camilla] You might be thinking of the dormitory up near the School. The Bloomfield River School, [23904:50] are you? [Camilla] No, I'm not but um I know the Middle Missio
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	King	King	up kind of blood and all that and then the onus and the [8480:00] Francis (Frank) James O'Rourke: got the contract to pick it up with the King George and all that. So, that was the end of the mailrun. [8596:00] That's 63 years or something. [Camilla] and that there's one sad story
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	King	king	ies and that of it. And it's a fantastic story. [14663:30] I reckon they should make a picture. [Camilla] About his life. [Frank] I was thinking if ever if I could only [14770:30] write a T.V. show. [laughter from Camilla] [14874:50] [Camilla] A movie script. [Frank] A movie script.
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Friday	Friday	(Frank) James O'Rourke: [...?] And er, he was such a dedicated teacher that he [10702:30] Francis (Frank) James O'Rourke: had to get there Friday night to teach school, he went into the river and [clap sound] got drowned. And, ah [10798:30] Francis (Frank) James O'Rourke: His grave. I
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Hippi	hippi	e: that in 1950, him and another fellow they had 2 boats- [10639:30] Francis (Frank) James O'Rourke: and they came up to Cooktown and were shipping out scrap [10759:30] Francis (Frank) James O'Rourke: from the old sugar Mill and that on the way out to sea something happened [10887:50]
transcript	resources/oral-histories/OH55_01_Frank_ORourke.md	Hippi	hippi	s but uh so that [Camilla..How.] would be the most likely thing because [16230:40] Francis (Frank) James O'Rourke: I couldn't imagine them shipping containers [16281:40] Francis (Frank) James O'Rourke: of juice away. I mean it would be silly to have a Sugar Mill up there and have to d
transcript	resources/oral-histories/OH55_03_Roy_Haack.md	Bloomfield	Bloomfield	area in 1940, after a time prospecting for tin and gold around China Camp and Gold Hill. He speaks of his employment at the timber mill in Bloomfield, snigging (hauling) timber and his relations with miners and others living in the area at the time. Roy also talks of the overland routes t
transcript	resources/oral-histories/OH55_03_Roy_Haack.md	Bloomfield	Bloomfield	overland routes taken out of the area, to China Camp and down to Daintree (CREB track); via Stucke’s Gap up to Cooktown and clearing of the Bloomfield Rossville track (site of road to Cooktown), through the 12 Mile Scrub. --- [49:40] Camilla Darling: This is Camilla Dowling interviewing
transcript	resources/oral-histories/OH55_03_Roy_Haack.md	Bloomfield	Bloomfield	h whereabouts exactly was that. Gold medal in any [3278:30] Camilla Darling: So you went from the Daintree to there and did you come on to Bloomfield after then? [3376:50] Roy Haack: after then from the well moral if you know no I mean 40 or 50 [3486:20] blue. Before coming to Gold Hill
transcript	resources/oral-histories/OH55_03_Roy_Haack.md	Bloomfield	Bloomfield	ah, yeah. [Camilla] And he built a boat apparently or quite a few boats but one was supposed [13253:40] to be for bringing timber down from Bloomfield and I think the Americans bought it before they even...[Roy] yeah [13337:20] I think the Americans bought it before they even got it when
transcript	resources/oral-histories/OH55_03_Roy_Haack.md	Bloomfield	Bloomfield	the the new game because it. Well do you [14452:50] [Roy] What the...[Camilla] The boats that took the timber out...[Roy] Oh there was The Bloomfield I think that was the first one [14564:30] blood that was of the room they would carry him don't tune in the bristles. [14700:00] To which
transcript	resources/oral-histories/OH55_03_Roy_Haack.md	Bloomfield	Bloomfield	the writing you're going to hold still if you. [17417:00] they got that in the first lot. [Camilla] And how would you bring it down to the Bloomfield? [17532:00] Roy Haack: Oh they used to have the old trucks there . Old Model things. One was a chain drive [17658:40] one would. Know the o
transcript	resources/oral-histories/OH55_03_Roy_Haack.md	Bloomfield	Bloomfield	[Camilla] And uh- [Roy] Couple of deserters from- [25511:20] the War, they went up there. [Camilla] Did any of your family ever come up to Bloomfield? [Roy] No. [25627:50] How long would it take you to walk down there- [Roy] Oh- [Camilla] to Daintree? [25727:50] Roy Haack: Daylight till d
transcript	resources/oral-histories/OH55_03_Roy_Haack.md	Bloomfield	Bloomfield	And you'd go up Stuckey's Gap? [Roy] Yeah [Camilla] And where did the road go um- [27099:00] Camilla Darling: To get to Stuckey's Gap from Bloomfield. Do you remember where it... what direction it took? [27215:40] Roy Haack: Much the same way, oh up- [27365:40] Roy Haack: up the creek or
transcript	resources/oral-histories/OH55_03_Roy_Haack.md	Bloomfield	Bloomfield	area in 1940, after a time prospecting for tin and gold around China Camp and Gold Hill. He speaks of his employment at the timber mill in Bloomfield, snigging (hauling) timber and his relations with miners and others living in the area at the time. Roy also talks of the overland routes t
transcript	resources/oral-histories/OH55_03_Roy_Haack.md	Bloomfield	Bloomfield	overland routes taken out of the area, to China Camp and down to Daintree (CREB track); via Stucke’s Gap up to Cooktown and clearing of the Bloomfield Rossville track (site of road to Cooktown), through the 12 Mile Scrub. --- [109:10] Camilla Darling: Roy, you were talking about Grass Tr
transcript	resources/oral-histories/OH55_03_Roy_Haack.md	Bloomfield	Bloomfield	] Which Creek was that? [Roy] That's uh the head water of the Russell [2840:00] creek. [Camilla] Uhuh Yeah and then from there on down to Bloomfield. [Roy] It was all [2954:10] open. [Camilla] Open. [Roy] Open forest. [Camilla] Was it kept open by being burnt? [3074:50] It was burnt ever
transcript	resources/oral-histories/OH55_03_Roy_Haack.md	Bloomfield	Bloomfield	ny royalty off Lees, or anything they just brought 'em down. [Camilla] The Lees, oh I see [4304:29] And their cattle used to run right into Bloomfield at Harlow's there. [Camilla] So even though they had [4424:50] Camilla Darling: the cattle lease on a few blocks they went a lot [4475:00]
